author,comment,sentiment,positive_score,negative_score,sentiment_score,channel,title
SulatiSulati-l1q,"kenapa makin kesini, pertamina kwalitas bbm makin buruk.dulu gk pernah kadus seperti ini.makin bejat aja pertamina ini.",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
kang_obeth,Kuningan woooiii di cek,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
muhamadiqbal3347,"Di jabar juga udh banyak yg jadi korban ,",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
ridwandani4094,"Kerja gak becus,  sarang korupsi, gaji gede dan kalau bikin kesalahan cuma minta maaf",negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
Graviel-z4l,Yng benar wah 😮,positif,2,0,2,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
nanoputratanimandiri83mand11,Ini bisa jadi ulah bahlil,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
muhfaruq9950,"yaa begitulah indonesia yang punya jabatan dan uang bebas mau ngapain saja undang'' dan hukumnya cuman perlaku buat orang yg gak ber uang
sekarang rakyat harus tegas bersatu untuk ke adilan.",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
lambelamis4118,"Injeksi wkwkwk ,kalau karbu masih aman"" aja ni😂",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
wawansiswantosiswanto1234,Emang bagong lah pertamina ngak ngotag,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
alfirizkiamelia7462,Mending Beli Di Warung Madura Ga Si? Botolnya Transparan Keliatan,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
dionvictory4475,Bongkar motor bayar 250.000. pemerintah tambah membebani rakyat kecil,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
RealmeCy-yx6yu,"Kalau rusak kendaraan rakyat Pertamina gak ganti rugi,emang bener iblis",negatif,0,2,-2,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
apriliamia4943,Minta tolong SBU WIYUNG DAN KARANG PILANG di espek,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
DeyA_YT,Yg jadi korban rayat,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
Wahyuni-xx1wh,Oplosan😮,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
ariftrinurcahyoko7172,"Polisi itu buat apa, setiap ada maling ga pernah nangkap...kira2 siapa maling nya ?",negatif,0,2,-2,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
najibpatomy6169,ITU BUKAN AIR TAPI MINYAK MENTAH,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
r-jibril8788,"Jelas tidak ada lah air di tengki pom pertamina, orang sudah di isikan kekendaraan kok baru disidak, uran bbm aja ribet gimana negara kita mau maju kayak negara lain, kl isinya pejabat2  tukus",positif,2,1,1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
NurCoiron,klau para pejabat salah GK ada masalah cobak klau rakyat kecil lnsung penjara...,negatif,0,2,-2,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
gongluncat,Kerjaan nya si Bahlil... Mentri tolol,negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
marasi63,Bensin Oplosan merk BAHLUL,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MaryanahUmar-b3r,Zolim nya si bahlil mmg nyata,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
hadirusmanto4034,"Makin tidak percaya dengan pertamina, sebetulnya udh dari dulu baru kebongkar sekarang , sepintar2 nya menutupi bangakai bakal ketauan , jadi jgn bohongi rakyat, rakyat sudah susah makin tega para pejabat.",negatif,0,1,-1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
harrylenardi2502,Cape deh. Bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
Tohirin11-l2u9o,Matane Mentri kongkon  meker gak bisa nirul  luar negri,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
fathan404,"Bahlil Bahlil, tadi anak Sy kuliah d  Jember  spd motorx brebet padahal motor baru Honda Stylo ini gmn.P Presiden pecat aja si Bahlil.",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
faisalcibin7382,Kok pejabat nya anteng2 aj spt gak peduli.,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
DariusLandena-dw3rm,Bahlul yg bertanggung jawab,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
bambangsuroso7077,"Sesuatu yg disengaja setelah merugikan rakyat .. hanya bisa bilang "" maaf""  serasa pejabat Indonesia gk punya etika ,",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
qoder8384,Salfok botolnya am gold😂,netral,0,0,0,Bang Alie,bbm oplosan ethanol #info #mekanik #OTOMOTIF
sigoldy1976,Isi petramax sama aja motorku gak bisa hidup lalu aku ganti petranak turbo sama bersikan saringan sama bengkelnya suruh ganti fulpamnya ternyata sama aja untung bengkelnya baik sekali ternyata gak jadi ganti fulpamnya karena yang bawaan sepedanya madih oke ternyata setelah dikasih petramak turbo langsung topcer.jadi jangan buru2 main asal ganti inderdil  takutnya salah analisa.,positif,2,1,1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
nurilwidy2823,Bahlil ini karna ulahmu,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
janokoraden1381,Akibat Menteri ESDM orang Bahlul...,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
RustandiDedy,Bukan masalah di ganty karna bukan 1 x beli bukan solusi 😂😂😂😂 aneh,negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
MartiahSantoso-d9q,Kita jadi ragu mau isi pertalite juga Pertamax ..,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
SyarifHaya-fk6hm,Knp tdk dibenahi di hulunya,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
MisNawi-p1v,Bahlil emang mentri yg hebat rakyat banyak yg sengsara,positif,1,0,1,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
AsiaOne-vv6gm,Bogor juga begitu. Kemarin anakku beli Pertamax malah motor mati mati Mulu mpe puluhan x. Emang g bisa dipercaya,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
oifalsjombang1516,"Masyarakat tidak butuh permintaan maaf Pertamina yg masyarakat butuhkan tanggung jawab Pertamina
Masyarakat mengisi BBM di pom bayar kas tidak pernah ngutang namun kualitasnya sangat mrngecewakan",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
HanifMuzzadi,Pecat bahlil Wowo😡,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
AgusHendarsah,GANTI RUGI.MTORNYA HARUS GANTI DG MTOR YG BARU.,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MuhammadYasin-s4k,Oknum2 yg katanya ahli diperminyakan pertamina harus dipenjarakan . Dulu pakai premium katanya nggk bagus gamti pertalit tau2nya pertamina membohongi rakyat indonesia. Pantasan otomotif di indonesia baru dari toko digunakan nggk sampai 1 thn sdh berasap. Biadab betul..lebih kejam dari  Komunis...cocoknya di pancong pegawai  petamina yg curang.,netral,2,2,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
UmaySumarsono-x9i,Motorku jadi korban berebet mati dadakan jdi koma motorku,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
suryajaya4448,namanxa aj bahlul,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
IdaRosana-st1dl,Banyak motor mogok/ rusak krn pertalite skrg ini,negatif,0,1,-1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
harihermawan5887,"Pemerintah lambat padahal viral, skr complaint minta struk pembelian padahal KLO beli bayar isi ngacir GK pernah ada struk untuk SPD motor",negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
SatriaIndra-b5g,Lihat ini bahlil. Mao ngeles apa lagi bahlil,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
JakaKeling996,"Jaaaa...
Yang meriksa Parcok & yg punya produk... Sama jg bodong...😅😅😅
Idealnya di Periksa/Tes oleh Tim Ahli  Independent yang Jujur & Amanah...
Cuma produk r0k0k yg berani jujur bilang produknya ""Merugikan Konsumen""...",positif,2,0,2,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
youand-tk1rm,"Lamongan dan Tuban juga mengalami hal serupa, katanya tangki bocor, bocor ko kabeh😂",netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
youand-tk1rm,"Lamongan dan Tuban juga mengalami hal serupa, katanya tangki bocor, bocor ko kabeh😂",netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
wahyudiyanto1768,Woow,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
badboy-kv3qu,1 indonesia gk ada rencana sungkem ke rumah pak bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
r-jibril8788,"Jelas tidak ada lah air di tengki pom pertamina, orang sudah di isikan kekendaraan kok baru disidak, uran bbm aja ribet gimana negara kita mau maju kayak negara lain, kl isinya pejabat2  tukus",positif,2,1,1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
KevinAguSetiyono,Yg perlu di ganti itu menterinya sumpah deh kalo menterinya masih yg skrg kasihan rakyat,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
RioRio-b9h1d,"Di negara kita engk ada yang asli semua nya oplosan 
BBM oplosan 
Beras oplosan 
Minyak oplosan 
Telur oplosan
Apalagi 
Semua nya di oplos",netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
healahh1451,SPBU Surabay kek nya,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
Heriyanto-f7q,Udah rakyat susah tambah di bikin susah mn tanggung jawapnya,negatif,0,3,-3,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
SamSam-un4mw,"Mn ad barang Indonesia yng bagus, semuanya mafia,",positif,1,0,1,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
rahmattullah4439,"Swasta di bungkam,  lokal kualitas buruk . Pemerintah maunya apa sih .. Hadeh .. 🤦‍♂️",negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
Punishment-xxx,"Ga bakalan diganti bu. Ibu cuma rakyat kecil. Mana sanggup lawan bumn ??? Terima nasib, buat pelajaran supaya lain kali jgn isi pertamina. "" Pasti Menang """,positif,1,0,1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
aryulgege90,ORANG BELI PERTALIT PAKAI SEPEDA ITU TDK PERNAH MINTAK STRUK PEMBELIAN MAS BRO....POLISI ANE2 SAJA MINTAK STRUK PEMBELIAN PERTALIT...KOK KOPLAK YA..,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
RXKingTeukuJhony,"Kalau mau tau kunci dari cerita ""Mogok massal ini"" cari surveyor yg bertugas mengawasi discharging muatan Pertalite dari kapal sebelum kasus massal ini terjadi... gampang jawabannya walau pihak pertamina, patra niaga, Lemigas, kementrian esdm dan si bahlil membohongi cerita mereka ke masyarakat Jatim tapi surveyor yg bertugas saat itu tau jawabannya... Saya kasih clue ""FTT Tuban""😂",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
Indra-bf1ns,"ini mungkin trik bisnis , supaya pengguna motor beralih ke Pertamax yang harganya mahal",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
sugiantofadli8588,Motor brebet,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
suhendrawibowo5053,Mantaps Cak Ji. ... begini contoh pemimpin yg langsung turun shg tahu sendiri actual yg terjadi di lapangan. Meskipun sekedar random cek. Tapi efektif. ... tdk hanya terima laporan ....beres .. beress tapi aslinya ... ndak beresss❤,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
inovasitv5646,"tangkap pelakunya, kalau tidak ada yg ditangkap, nanti pasti ada kasus begini lagi",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
hobikuofficial9667,"Setelah uji sample di spbu hasilnya kualitas pertalite terjamin dan tidak terkontaminasi dengan air. 
Lah iya lah airnya udah keisi ke tangki motor semua",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
MIKCHANEL-q2w,Bukan etanol lagi tapi air campuran nya,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
napoleon2644,Keterlaluan pertamina ini udah gak mau di saingi bikin bbm busuk buat mesin rusak maunya gimana pertamina ini,negatif,0,2,-2,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
prabubj,"Bahlul yg ngoplos itu,",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
dodisupriyadi2776,Ganti Mentri na teu baleg gawe na.👎👎👎,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
alexsis4940,Bahlil harus tanggung jawab. Tangkapdan adili bahlil ☝🇮🇩,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
NurHayati-r7w1k,Saya percaya  bahlil itu bahlul,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
mohhasim-fn4gc,BAHLIL EMANG BAHLUL DAGJAL KOK DI PELIHARA SAMA PAK PRABOWO,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
KresnaPrameswara,Ngisi pertamax dong biar gk mogok 😂,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
SatosheNaikmoto-zx1uz,"Dari pemerintahnya, minyaknya, rakyatnya, jalanrayanya, duitnya dan lain² lagi semuanya huru hara. Hahaha konoha..konoha..Indonesia Emas jadi Indonesia Lemas. Ubahlah mentaliti anda semua jika mahu maju ke depan.",positif,1,0,1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
Dipraz-boy,pantesan motor viksion ku brebet akhir2 ini,netral,0,0,0,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
nicolausciptocahyono6362,Gunanya apa posko kalau tidak ada perbaikan internal pertamina ?,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
YoWes-d3s,Ulah koroptor,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
HarTono-eb8ej,"Oknum tertentu ben batine tambah akeh bos ,",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
nofanbudi,"rakyat sudah di bebani pajak2,
ini rakyat beli ya bukan minta atau ngemis2
bbm di oplos,motor brebet,,yg harus e bisa kerja ini jd terkendala d kendaraan akhir e g bisa bragkat kerja,,,g bisa bayar pajak pula,,
KORUPSI2 SAJA TP JANGAN SENGSARAKAN RAKYAT",negatif,0,1,-1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
kangjamal4093,😂,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
andimulyono2428,"Zaman sekarang sudah soak semua para pejabat & dipengaruhi para elit politik.....mending kalau ketemu para pejabat korup tandai wajahe terus gruduk ramai"" biar kapok",negatif,0,2,-2,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
JayacukHaryanto,Semakin bobrok,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
ahmadzubair3107,"bahlil oiii bahlil liat tuh mana bisa ethanol dijadikan capuran untuk BBM yang unsurnya kimia nya jauh berbeda. masih bagus bbm di campur dengan minyak tanah dahulu keluhan rakyat tidak banyak kaya sekarang padahal bahlil rencananya, ternyata bukan rencana tapi sudah dicampur ya. bahlil bahlil bahlul.",positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
AgusHendarsah,GANTI RUGI.MTORNYA HARUS GANTI DG MTOR YG BARU.,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
channelwin.8904,"Hanya dinegara ini masalah yang sudah merugikan rakyat dapat diselesaikan dengan kata "" MA'AF "".",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
maryonomaryono8231,"Betul banyak airnya , saya sering buka kalbulator sepeda kok ada airnya , mungkin juga di spbu lain juga seperti itu",positif,1,0,1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
rohmanromdhonromdhon-sf3sn,Sepeda kenak juga,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
ariefnofiarahman7488,Bahlil oh bahlil,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
AnasB-kw6jz,Betul itu saya juga gak sadar akhir2 ini sepedaku sering rewel akhirnya masuk bengkel,positif,1,0,1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
masaujicoba6563,"BAHLI ... TAMBAH NEMEN DADI BAHLUL ... 🤣 ... DOSOMU KIRO"" SANGOP BUSEK TA ... SENG LORO ATI WONG EWONAN IKI LIL ... BAHLIL BAHLOL ..😂😂😂",negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
studioalit4926,Saya juga sama. Isi PERTAMAX ada campurannya. Awalnya tidak tau. Mengapa kok mogok. Setelah di cek di bengkel ternyata. Tercampur,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
93377,"Wkwkwkkw klu cuman pengaduan saja bukan solusi, tetap menyusahkan rakyat ✔️ klu sudah tidak punya malu iya seperti ini 🤣",netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
heruap4383,Pertamax juga busuk,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
TenSupriatin,Lak d sidak berubah lagi....sunggu meresahkan....dulu jaman bensin gak ada kayak gini,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
SugengMlg1264,Tutup aja pom nya biar pom nya nuntut pertamina.,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
HeriYanto-ub5tm,Di Bojonegoro ad posko pengaduan nya ap. Gak,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
DotoDoto-e7y,Hasil kerja bahlul,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Amproneda,"Apapun itu yang di miliki oleh pemerintah isinya ampas semua gak ada yg beres kesannya itu udah kayak barang ilegal, termasuk orang-orang dari pemerintahan itu seperti bahlil sampah negara semua njir.",negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
arisrudianto4121,Banyak security g tegas banyak antrian tdk tertib,positif,1,0,1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
dwifebrianto-wm2td,Jual bensin campur air kok masih ngomong RUGI 😂😂😂,negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Yang_Mulia,padahal masyarakat beli lo bukan ngemis kenapa di perlakukan seperti ini ?!! kurang ajar !!,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
Supriono54,Ini perbuatan bahlil,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
wartono2761,"gak kapok kapok mencurangi masyarakat, nanti lama lama marah looo",negatif,0,3,-3,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
RegaRegas00,"Pelabuhan Tanjung Priok penuh pelabuhan peti kemas penuh , saya berharap tidak menggangu pekerjaan saya karena menunggu terlalu lama Buat lagi pelabuhan tuba ke daerah pelabuhan Ciwandan atau Bojonegara Cilegon",netral,0,0,0,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
alhusein7696,Yang di sidak bahlil bukan SPBU nya.. kocak ni ormas coklat..😂😂😂,negatif,0,1,-1,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
risanandrian6108,"Laporkan langsung ke pusat , pecat si bahlil",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
aguspratomo7787,kata bahlul kualitas pertalite masih baik.. yang ngomong aja bahlul,positif,1,0,1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
ELANGSAGARA-s8y,Kalau sudah terjadi begini siapa yg tanggung jawab.,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
roslibinhashim2069,Wah kami hamba yang Maha Kaya tapi kamu hamba para koruptor.. itu beda antara kita..,netral,1,1,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
AgusWidodo-th2nx,Gugat saja mentri nya..,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
mbahuyut6838,"Salah yg beli BBM ini .😅😂

Jelas2 BBM jelek di beli .😅",negatif,1,2,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
takimaim8419,Suroboyo ndi iki ?,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
badboy-kv3qu,1 indonesia gk ada rencana sungkem ke rumah pak bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
safuck,Di Madura juga,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
srisawitri1276,@pakbahlil terimakasih❤❤❤,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
EraSantika-q6b,"Bajingan Pertamina,,sy kmrin hbis 400 RB ngetap bensin dan ganti busi.",negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
bembiemotorlobunta,GUGAT PERTAMINA......!!,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
LilisNapiro,Itu benar banget mobil kita sampai bongkar mesin,positif,1,0,1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
ahmadzubair3107,"bahlil oiii bahlil liat tuh mana bisa ethanol dijadikan capuran untuk BBM yang unsurnya kimia nya jauh berbeda. masih bagus bbm di campur dengan minyak tanah dahulu keluhan rakyat tidak banyak kaya sekarang padahal bahlil rencananya, ternyata bukan rencana tapi sudah dicampur ya. bahlil bahlil bahlul.",positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
